PersonId,LastName,UsedFirstName,SchoolNameLongEn,FieldOfStudyEn,DiplomaLongEn,GraduationYear
7474,Spankie,William,Queen's University,Medicine,Diploma,
7474,Spankie,William,Queen's University,Arts,Diploma,
12274,Sparrow,Barbara Jane (Bobbie),Unknown,Nursing,Certificate,
10836,Speaker,Raymond Albert (Ray),University of Alberta,Education,Bachelor,1962.0
14690,Speller,Robert (Bob),York University,Political Science,Bachelor,1979.0
14690,Speller,Robert (Bob),York University,Canadian Studies,Master,1982.0
9843,Spence,George,Collegiate studies,Electrical Engineering,Unknown,
10639,Spence,James Houston,Collegiate studies,Unknown,Unknown,
10639,Spence,James Houston,Osgoode Hall Law School,Laws,Diploma,
5588,Spence,Paul Henri,Séminaire de Chicoutimi,Unknown,Unknown,
10582,Spencer,Larry,Collegiate studies,Theology,Diploma,1973.0
8693,Spencer,Norman Leonard,Osgoode Hall Law School,Laws,Unknown,
18516,Spengemann,Sven,University of Toronto,Psychology,Bachelor,1990.0
18516,Spengemann,Sven,Osgoode Hall Law School,Laws,Bachelor,1998.0
18516,Spengemann,Sven,College of Europe (Belgium),Laws,Master,1999.0
18516,Spengemann,Sven,Harvard Law School,Laws,Master,2001.0
18516,Spengemann,Sven,Harvard Law School,Political and constitutional theory,Doctorate,2006.0
14402,Speyer,Chris,University of Toronto,Laws,Bachelor,
5896,Spivak,Mira,University of Manitoba,Arts,Bachelor,
15036,Spohn,Philip Howard,University of Victoria,Medicine,Doctor of medicine,
10756,Springer,Lewis,Victoria College,Unknown,Unknown,
14030,Sproat,Alexander,Queen's University,Arts,Bachelor,
5656,Sproule,Thomas Simpson,University of Victoria,Medicine,Doctor of medicine,1868.0
5656,Sproule,Thomas Simpson,University of Michigan,Unknown,Unknown,
1470,St-Cyr,Thierry,Sherbrooke University,Computer Engineering,Bachelor,2001.0
17942,St-Denis,Lise,Montreal University,Arts,Bachelor,1967.0
17942,St-Denis,Lise,University of Quebec at Rouyn,Education,Master,1997.0
17942,St-Denis,Lise,University of Quebec at Montréal,Quebec Literature,Master,2001.0
9693,St-Hilaire,Caroline,University of Quebec at Montréal,Business Administration,Bachelor,1993.0
6252,St-Jacques,Diane,Montreal University,Public Relations,Certificate,
13032,St-Jean,Pierre,College of Physicians and Surgeons,Medicine,Doctor of medicine,
13032,St-Jean,Pierre,University of Ottawa,Unknown,Unknown,
3007,St-Laurent,Bernard,Collegiate studies,Unknown,Unknown,
15720,St-Laurent,Jean-Paul Stephen,Laval University,Arts,Bachelor,
15720,St-Laurent,Jean-Paul Stephen,Laval University,Laws,Bachelor,
8198,St-Laurent,Louis Stephen,Laval University,Arts,Bachelor,1902.0
8198,St-Laurent,Louis Stephen,Laval University,Laws,Licentiate,1905.0
5559,St-Père,Édouard-Charles,Joliette College,Unknown,Bachelor,
4580,St. Amand,Lloyd,University of Western Ontario,Arts,Bachelor,1973.0
4580,St. Amand,Lloyd,University of Windsor,Laws,Bachelor,1977.0
9892,St. Denis,Brent,University of Toronto,Applied Science,Bachelor,1972.0
8798,St. Germain,Gerry,Collegiate studies,Unknown,Unknown,
2067,Stacey,Frank Bainard,University of Victoria,Arts,Bachelor,
11405,Stackhouse,Reginald Francis,University of Toronto,Arts,Bachelor,1946.0
11405,Stackhouse,Reginald Francis,Wycliffe College,Theology,Licentiate,1950.0
11405,Stackhouse,Reginald Francis,University of Toronto,Arts,Master,1951.0
11405,Stackhouse,Reginald Francis,Wycliffe College,Divinity,Bachelor,1954.0
11405,Stackhouse,Reginald Francis,Yale University,Theology,Doctorate,1962.0
11405,Stackhouse,Reginald Francis,Centennial College,Unknown,Diploma,1971.0
16017,Stafford,Harold Edwin,London School of Economics and Political Science,Laws,Bachelor,
16017,Stafford,Harold Edwin,University of New Brunswick,Science,Bachelor,
16184,Stairs,John Fitzwilliam,Dalhousie University,Unknown,Unknown,
8074,Stanbury,Richard J.,University of Western Ontario,Economics and Political Science,Bachelor,1944.0
8074,Stanbury,Richard J.,Osgoode Hall Law School,Laws,Bachelor,1948.0
11270,Stanbury,Robert Douglas George,University of Western Ontario,Journalism,Bachelor,1950.0
11270,Stanbury,Robert Douglas George,Osgoode Hall Law School,Laws,Bachelor,1955.0
11270,Stanbury,Robert Douglas George,York University,Laws,Bachelor,1992.0
13759,Stanfield,Frank Thomas,McGill University,Commerce,Bachelor,
1212,Stanfield,Robert Lorne,Dalhousie University,Economics and Political Science,Bachelor,1936.0
1212,Stanfield,Robert Lorne,Harvard University,Laws,Bachelor,1939.0
13847,Stanley,George Douglass,University of Toronto,Medicine,Bachelor,
11535,Stanton,Bruce,Ryerson University,Unknown,Degree,
12431,Starr,Michael,Collegiate studies,Unknown,Unknown,
18566,Ste-Marie,Gabriel,University of Quebec at Montréal,Economic Science,Bachelor,2002.0
18566,Ste-Marie,Gabriel,University of Quebec at Montréal,Economic Science,Master,2004.0
18566,Ste-Marie,Gabriel,University of Quebec at Trois-Rivières,Quebec Studies,Doctorate,2008.0
13813,Stearns,George McClellan (Mac),McGill University,Unknown,Unknown,
15836,Steele,Michael,Trinity College,Medicine,Doctor of medicine,
1670,Stein,Charles Adolphe,Laval University,Laws,Bachelor,
1670,Stein,Charles Adolphe,Séminaire de Québec,Arts,Bachelor,
20141,Steinley,Warren,University of Regina,Political Science,Honours Bachelor,
8964,Stenson,Michael Thomas,Royal Military College of Canada,Unknown,Certificate,1864.0
8964,Stenson,Michael Thomas,Collège Sainte-Anne-de-la-Pocatière,Agriculture,Unknown,
18439,Stetski,Wayne,University of Manitoba,Science,Bachelor,
18439,Stetski,Wayne,University of Manitoba,Teaching,Certificate,
2975,Stevens,Sinclair McKnight,University of Western Ontario,Arts,Bachelor,1951.0
2975,Stevens,Sinclair McKnight,Osgoode Hall Law School,Laws,Bachelor,1955.0
10844,Stevenson,Kenneth Ross,University of Guelph,Agriculture,Bachelor,1965.0
10844,Stevenson,Kenneth Ross,University of Guelph,Agriculture,Master,1966.0
10844,Stevenson,Kenneth Ross,Iowa State University,Agriculture,Doctorate,1969.0
1872,Stewart,Alan Carl,University of Manitoba,Laws,Bachelor,
2023,Stewart,Alistair McLeod,Edinburgh University,Chartered Accountants,Diploma,
7251,Stewart,Charles Wallace,Collegiate studies,Unknown,Unknown,
7362,Stewart,Christine Susan,University of Toronto,Nursing,Bachelor,1963.0
8989,Stewart,Dugald,Dalhousie College,Arts,Bachelor,1886.0
8989,Stewart,Dugald,New York University,Medicine,Doctor of medicine,1892.0
14803,Stewart,Duncan Alexander,McGill University,Unknown,Unknown,
6276,Stewart,Hugh Alexander,Osgoode Hall Law School,Laws,Unknown,
16361,Stewart,Jane,Trent University,Science,Bachelor,1978.0
8203,Stewart,John Alexander,Osgoode Hall Law School,Laws,Bachelor,
16996,Stewart,John B.,Acadia University,History,Bachelor,1945.0
16996,Stewart,John B.,Acadia University,History,Master,1946.0
16996,Stewart,John B.,Columbia University,Public Law and Government,Doctorate,1953.0
2565,Stewart,John Smith,University of Toronto,Dentistry,Diploma,1903.0
17845,Stewart,Kennedy,Acadia University,History,Bachelor,1988.0
17845,Stewart,Kennedy,Simon Fraser University,Political Science,Master,1995.0
17845,Stewart,Kennedy,London School of Economics and Political Science,Political Science,Doctorate,2003.0
15371,Stewart,Ralph Wesley,Montreal University,Theology,Post-graduate studies,
15371,Stewart,Ralph Wesley,Montreal University,Arts,Bachelor,
15371,Stewart,Ralph Wesley,Gregorian Institute of America,Music,Unknown,
15371,Stewart,Ralph Wesley,Montreal University,Philosophy,Post-graduate studies,
8520,Stewart,Robert Dugald Caldwell,Dalhousie University,Laws,Bachelor,
8520,Stewart,Robert Dugald Caldwell,Mount Allison University,Arts,Bachelor,
14362,Stewart,Ronald Alexander,Wilfrid Laurier University,Arts,Bachelor,1977.0
3472,Stewart,William Douglas,University of British Columbia,Commerce,Bachelor,
3472,Stewart,William Douglas,University of British Columbia,Laws,Bachelor,
17416,Stewart Olsen,Carolyn,Collegiate studies,Nursing,Diploma,
13982,Stick,Leonard T.,Collegiate studies,Unknown,Unknown,
14897,Stinson,Frederick Coles,University of Toronto,Arts,Bachelor,
14897,Stinson,Frederick Coles,Osgoode Hall Law School,Laws,Unknown,
13013,Stinson,Thomas Hubert,University of Toronto,Unknown,Diploma,
13013,Stinson,Thomas Hubert,Osgoode Hall Law School,Laws,Diploma,
14346,Stirling,Grote,Unknown,Engineering,Unknown,
14346,Stirling,Grote,"University College, University of London",Unknown,Unknown,
10921,Stitt,James Herbert,Queen's University,Arts,Bachelor,
10921,Stitt,James Herbert,University of Manitoba,Laws,Bachelor,
11167,Stockton,Alfred Augustus,Mount Allison University,Arts,Bachelor,1864.0
11167,Stockton,Alfred Augustus,Mount Allison University,Arts,Master,1867.0
11167,Stockton,Alfred Augustus,Victoria University,Laws,Bachelor,1869.0
11167,Stockton,Alfred Augustus,Wesleyan University,Philosophy,Doctorate,1883.0
11167,Stockton,Alfred Augustus,Victoria University,Laws,Doctorate,1887.0
16814,Storseth,Brian,University of Alberta,Political Science,Unknown,
6092,Strahl,Charles (Chuck),Trinity Western University,Unknown,Unknown,1991.0
12932,Strange,Frederick William,"University College, University of London",Medicine,Doctor of medicine,
13399,Stratas,Diane Rose,Ryerson University,Administration,Diploma,1954.0
2521,Stratton,James Robert,Collegiate studies,Unknown,Unknown,
2576,Stratton,Terry,University of Manitoba,Architecture Design,Unknown,1960.0
10956,Stronach,Belinda,York University,Business,Unknown,1985.0
12017,Strum,Gladys Grace Mae,University of Saskatchewan,Arts,Bachelor,1962.0
12017,Strum,Gladys Grace Mae,University of Saskatchewan,Education,Bachelor,1962.0
18425,Stubbs,Shannon,University of Alberta,Political Science,Bachelor,
2026,Stubbs,William,Ontario Veterinary College,Veterinary Medicine,Diploma,
1587,Stupich,David,University of British Columbia,Agriculture,Bachelor,1949.0
1587,Stupich,David,BC Institute of Chartered Accountants,Chartered Accountants,Certificate,1960.0
12653,Sulatycky,Allen B.,University of Saskatchewan,Laws,Bachelor,1962.0
12653,Sulatycky,Allen B.,University of Saskatchewan,Arts,Bachelor,1962.0
13920,Sullivan,Gordon Joseph,Osgoode Hall Law School,Laws,Degree,1944.0
13920,Sullivan,Gordon Joseph,McMaster University,Arts,Bachelor,1944.0
9577,Sullivan,John Alexander,Laval University,Arts,Bachelor,
9577,Sullivan,John Alexander,Laval University,Laws,Bachelor,
3106,Sullivan,Joseph Albert,University of Toronto,Medicine,Doctor of medicine,1926.0
8187,Sullivan,Michael,Queen's University,Medicine,Doctor of medicine,1858.0
17891,Sullivan,Mike,University of Toronto,Science,Bachelor,1973.0
14365,Suluk,Thomas,Collegiate studies,Unknown,Diploma,
3312,Sutherland,Donald Matheson,University of Toronto,Medicine,Bachelor,
11085,Sutherland,Robert Franklin,University of Western Ontario,Unknown,Unknown,
11085,Sutherland,Robert Franklin,University of Toronto,Arts,Bachelor,
9428,Swanston,James Beck,Owen Sound Collegiate,Medicine,Bachelor,
9428,Swanston,James Beck,Owen Sound Collegiate,Medicine,Doctor of medicine,
2114,Sweet,David,Tyndale University,Theology,Unknown,
8922,Sylvain,John,University of Ottawa,Commerce,Bachelor,1950.0
8922,Sylvain,John,Unknown,Insurance,Fellowship,
16452,Sylvestre,Armand,Séminaire de Québec,Unknown,Unknown,
16452,Sylvestre,Armand,Laval University,Laws,Bachelor,
5111,Symes,Reginald Cyril,Queen's University,History and Political Science,Bachelor,1965.0
5111,Symes,Reginald Cyril,Lakehead University,Unknown,Unknown,
5111,Symes,Reginald Cyril,"Ontario College of Education, University of Toronto",Education,Unknown,
3828,Szabo,Paul John Mark,University of Western Ontario,Science,Bachelor,1970.0
3828,Szabo,Paul John Mark,Institute of Chartered Accountants of Ontario,Chartered Accountants,Chartered accountants,1973.0
3828,Szabo,Paul John Mark,York University,Business Administration,Master,1975.0
9678,Séguin,Paul-Arthur,Laval University,Laws,Bachelor,
9678,Séguin,Paul-Arthur,Laval University,Science,Bachelor,
16107,Sévigny,Albert,Laval University,Laws,Licentiate,
16107,Sévigny,Albert,Laval University,Arts,Bachelor,
963,Sévigny,Joseph Pierre Albert,Loyola College,Unknown,Unknown,
963,Sévigny,Joseph Pierre Albert,Laval University,Commerce,Bachelor,
963,Sévigny,Joseph Pierre Albert,Laval University,Arts,Bachelor,
18509,Tabbara,Marwan,University of Guelph,Political Science and Government,Bachelor,2014.0
9940,Talbot,Onésiphore Ernest,Séminaire de Québec,Unknown,Unknown,
1682,Talbot,Peter,Unknown,Teaching,Certificate,
18492,Tan,Geng,University of Toronto,Applied Science,Master,
18492,Tan,Geng,Hunan University (China),Chemical Engineering,Bachelor,
18492,Tan,Geng,University of Toronto,Chemical Engineering,Doctorate,
18150,Tannas,Scott,Mount Royal College,Unknown,Unknown,
18150,Tannas,Scott,University of Calgary,Unknown,Unknown,
17052,Tardif,Alain,Collegiate studies,Political Science,Bachelor,1967.0
17052,Tardif,Alain,Sherbrooke University,Laws,Licentiate,1970.0
4565,Tardif,Claudette,University of Alberta,Educational Administration,Doctorate,
4565,Tardif,Claudette,University of Alberta,Education,Bachelor,
4565,Tardif,Claudette,University of Alberta,Secondary Education Curriculum Studies,Master,
4565,Tardif,Claudette,University of Alberta,French Literature and Language,Honours Bachelor,
12725,Tardif,Monique Bernatchez,Collège des Ursulines,Arts,Bachelor,
12725,Tardif,Monique Bernatchez,Laval University,Laws,Unknown,
3057,Tarte,Joseph Israël,Assomption College,Unknown,Unknown,
14579,Taschereau,Henri Thomas,Laval University,Civil Law,Bachelor,
14579,Taschereau,Henri Thomas,Séminaire de Québec,Laws,Bachelor,
9865,Taschereau,Thomas Linière,Sainte-Marie College,Unknown,Unknown,
9865,Taschereau,Thomas Linière,Laval University,Unknown,Unknown,
18502,Tassi,Filomena,University of Western Ontario,Laws,Bachelor,1986.0
18502,Tassi,Filomena,University of Waterloo,Philosophy,Degree,
18502,Tassi,Filomena,University of Waterloo,Religious Education,Master,
15183,Tassé,Joseph,Collegiate studies,Unknown,Unknown,
8493,Tassé,Yvon-Roma,Montréal Polytechnic School,Science,Bachelor,
8493,Tassé,Yvon-Roma,Sainte-Marie College,Arts,Bachelor,
7855,Taylor,Austin Claude,Collegiate studies,Agriculture,Diploma,
9568,Taylor,Charles Keith,University of Manitoba,Laws,Bachelor,
9568,Taylor,Charles Keith,University of Manitoba,Arts,Bachelor,
12052,Taylor,Don L.,Victoria University,Unknown,Unknown,
15510,Taylor,Gordon Edward,University of Alberta,Sociology,Unknown,1936.0
15510,Taylor,Gordon Edward,Collegiate studies,Business,Unknown,1936.0
14176,Taylor,John Russell,University of Toronto,Arts,Bachelor,
6165,Taylor,Leonard William (Len),University of Saskatchewan,English,Bachelor,1974.0
1208,Taylor,Nicholas W.,University of Alberta,Geology,Diploma,1949.0
5567,Taylor,William Horace,Collegiate studies,Unknown,Unknown,
1815,Teillet,Roger-Joseph,Collegiate studies,Unknown,Unknown,
16520,Telegdi,Andrew,University of Waterloo,Psychology,Bachelor,1980.0
2229,Telford,William Pattison,Osgoode Hall Law School,Laws,Unknown,
8709,Tellier,Louis,Joliette College,Unknown,Unknown,
3246,Temelkovski,Lui,McMaster University,Philosophy,Bachelor,
5895,Temple,Anthony Robert,Osgoode Hall Law School,Laws,Diploma,
5895,Temple,Anthony Robert,University of Toronto,Arts,Bachelor,
8311,Terrana,Anna Marina,Unknown,Business Administration,Unknown,
8311,Terrana,Anna Marina,Unknown,Language,Certificate,
1898,Tessier,Claude,Sherbrooke University,Teaching,Degree,
1898,Tessier,Claude,Sherbrooke University,School Administration,Master,
5341,Tessier,Jules,Laval University,Laws,Bachelor,
5341,Tessier,Jules,Sainte-Marie College,Unknown,Unknown,
11324,Tessier,Ulric Joseph,Séminaire de Québec,Unknown,Unknown,1935.0
11324,Tessier,Ulric Joseph,Laval University,Laws,Doctorate,1955.0
6885,Thacker,Blaine Allen,University of Alberta,Agriculture,Bachelor,1964.0
6885,Thacker,Blaine Allen,University of Alberta,Laws,Bachelor,1968.0
9870,Thalheimer,Peter,University of Ottawa,Laws,Bachelor,
9967,Thatcher,Wilbert Ross,Queen's University,Commerce,Bachelor,
8234,Thauvette,Joseph,Bourget College,Medicine,Doctor of medicine,
8234,Thauvette,Joseph,Bourget College,Science,Bachelor,
20120,Therrien,Alain,University of Quebec at Montréal,Economic Science,Bachelor,1989.0
20120,Therrien,Alain,University of Quebec at Montréal,Economic Science,Master,1994.0
12251,Thibault,Louise,Montreal University,Pedagogy,Bachelor,1970.0
12251,Thibault,Louise,University of Quebec at Rimouski,Ethics,Master,2002.0
4430,Thibault,Léandre,St. Dunstan's University,Unknown,Unknown,
16507,Thibault,Robert,University of Moncton,Business Administration,Bachelor,
17291,Thibeault,Glenn,Collegiate studies,Broadcasting,Diploma,1991.0
11757,Thomas,Charles Humbert,University of New Brunswick,Arts,Bachelor,1936.0
11757,Thomas,Charles Humbert,Dalhousie University,Public Administration,Master,1938.0
8448,Thomas,Ray,Mount Royal College,Unknown,Unknown,
16294,Thompson,Alfred,Dalhousie University,Medicine,Master,
13810,Thompson,Alfred Burke,University of Toronto,Arts,Bachelor,
15166,Thompson,Andrew,University of Toronto,Unknown,Unknown,
15166,Thompson,Andrew,Queen's University,Arts,Bachelor,
15166,Thompson,Andrew,University of British Columbia,Social Work,Master,
15166,Thompson,Andrew,University of British Columbia,Social Work,Bachelor,
11811,Thompson,Andrew Thorburn,University of Toronto,Arts,Bachelor,
11811,Thompson,Andrew Thorburn,University of Toronto,Laws,Bachelor,
11811,Thompson,Andrew Thorburn,Osgoode Hall Law School,Laws,Unknown,
8079,Thompson,Benjamin Cope (Ben),Osgoode Hall Law School,Laws,Unknown,
8064,Thompson,David,Upper Canada College,Unknown,Unknown,
3260,Thompson,Gregory Francis,St. Thomas University,Arts,Bachelor,
3260,Thompson,Gregory Francis,St. Thomas University,Education,Bachelor,
16024,Thompson,Myron,Adams State University,Education,Bachelor,1967.0
8052,Thompson,Robert Norman,University of British Columbia,Science,Bachelor,
8052,Thompson,Robert Norman,Palmer School of Chiropractic,Chiropractic,Doctorate,
8052,Thompson,Robert Norman,"Bob Jones University (Greenville, S.C.)",Unknown,Unknown,
11333,Thomson,John William,University of Toronto,Chartered Accountants,Chartered accountants,
16650,Thomson,Walter Cunningham,Osgoode Hall Law School,Laws,Diploma,1923.0
11835,Thorkelson,Scott Jon,University of Alberta,Political Science,Bachelor,1983.0
11835,Thorkelson,Scott Jon,Harvard Business School,Business Administration,Master,
13464,Thorson,Joseph Thorarinn,Manitoba College,Arts,Bachelor,1910.0
13464,Thorson,Joseph Thorarinn,New College,Arts,Bachelor,1912.0
13464,Thorson,Joseph Thorarinn,Manitoba College,Laws,Bachelor,1921.0
1348,Thorvaldson,Gunnar Solmundur,University of Saskatchewan,Political Economy,Bachelor,1922.0
1348,Thorvaldson,Gunnar Solmundur,University of Manitoba,Laws,Bachelor,1925.0
3816,Thrasher,Richard Devere,University of Western Ontario,Arts,Bachelor,
3816,Thrasher,Richard Devere,Osgoode Hall Law School,Laws,Unknown,
16637,Thériault,Edward Joseph,Dalhousie University,Laws,Unknown,
12230,Thériault,L. Norbert,St. Francis Xavier University,Unknown,Unknown,
18581,Thériault,Luc,University of Quebec at Montréal,Philosophy,Bachelor,1984.0
18581,Thériault,Luc,University of Quebec at Montréal,Philosophy,Master,1988.0
18581,Thériault,Luc,Montreal University,Bioethics,Diploma,2002.0
15731,Thérien,Olaüs,Laval University,Unknown,Unknown,
5135,Tilson,David,Queen's University,Laws,Bachelor,
5135,Tilson,David,University of New Brunswick,Arts,Bachelor,
10191,Timmins,Harold Aberdeen Watson,Osgoode Hall Law School,Laws,Unknown,
10191,Timmins,Harold Aberdeen Watson,University of Toronto,Arts,Bachelor,
1894,Tirabassi,Anthony (Tony),Brock University,Unknown,Unknown,
12024,Tkachuk,David,University of Saskatchewan,Arts,Bachelor,1965.0
12024,Tkachuk,David,College of Education,Teaching,Diploma,1966.0
5744,Tobin,Brian Vincent,Memorial Univerisity of Newfoundland,Political Science,Unknown,
20149,Tochor,Corey,University of Saskatchewan,Commerce,,
17856,Toet,Lawrence,High School,General,Unknown,1980.0
1217,Toews,Vic,University of Winnipeg,History,Bachelor,1973.0
1217,Toews,Vic,University of Manitoba,Laws,Bachelor,1976.0
14356,Tolmie,Donald Ross,University of Toronto,History,Bachelor,1948.0
14356,Tolmie,Donald Ross,Osgoode Hall Law School,Laws,Diploma,1951.0
8393,Tolmie,Simon Fraser,Ontario Veterinary College,Veterinary Medicine,Diploma,
14675,Tomlinson,William Rae,Osgoode Hall Law School,Laws,Unknown,
9583,Tonks,Alan,University of Toronto,Education,Master,
9583,Tonks,Alan,York University,Political Economy,Master,
9583,Tonks,Alan,York University,Political Economy,Bachelor,
17907,Toone,Philip,Montreal University,Notarial Law,Diploma,
17907,Toone,Philip,University of Ottawa,Laws,Diploma,
1230,Torsney,Paddy,McGill University,Commerce,Bachelor,1985.0
8836,Totzke,Albert Frederick,University of Toronto,Pharmacy,Bachelor,
13417,Toupin,Robert,Laval University,Unknown,Unknown,
13417,Toupin,Robert,University of Ottawa,Laws,Master,
13417,Toupin,Robert,Sherbrooke University,Laws,Bachelor,
15314,Tourangeau,Adolphe Guillet dit,Séminaire de Québec,Unknown,Unknown,1950.0
15314,Tourangeau,Adolphe Guillet dit,Laval University,Laws,Unknown,
6870,Towers,Thomas Gordon,High School,Unknown,Unknown,
7580,Townshend,Charles James,King's College,Arts,Bachelor,1862.0
7580,Townshend,Charles James,King's College,Laws,Bachelor,1868.0
7580,Townshend,Charles James,King's College,Laws,Honorary doctorate,1908.0
1787,Trahan,Arthur,Séminaire de Nicolet,Science,Bachelor,
1787,Trahan,Arthur,Laval University,Unknown,Unknown,
6575,Trainor,Owen C.,McGill University,Medicine,Doctor of medicine,
12628,Tremain,Hadley Brown,King's College,Arts,Bachelor,1899.0
12628,Tremain,Hadley Brown,Harvard Law School,Laws,Unknown,1899.0
12628,Tremain,Hadley Brown,King's College,Arts,Master,1904.0
15379,Tremblay,Arthur Julien,Laval University,Arts,Bachelor,1937.0
15379,Tremblay,Arthur Julien,Laval University,Social Science,Master,1942.0
15379,Tremblay,Arthur Julien,Harvard University,Education,Master,1945.0
352,Tremblay,Benoît,Montreal School of Higher Commercial Studies,Arts,Bachelor,1972.0
352,Tremblay,Benoît,Montreal School of Higher Commercial Studies,Business Administration,Master,1974.0
352,Tremblay,Benoît,École des Hautes Études en Sciences sociales,Economics,Diploma,1975.0
352,Tremblay,Benoît,University of Paris,Sociology,Doctorate,1982.0
2349,Tremblay,Jacques Raymond,Sacré-Coeur College,Commerce,Diploma,
2349,Tremblay,Jacques Raymond,University of Quebec at Montréal,Administration,Unknown,
5860,Tremblay,Jean-Noël,Laval University,Theology,Bachelor,
5860,Tremblay,Jean-Noël,Laval University,Laws,Licentiate,
5860,Tremblay,Jean-Noël,University of Quebec at Chicoutimi,Arts,Bachelor,
5860,Tremblay,Jean-Noël,Unknown,French Literature and Language,Certificate,
17927,Tremblay,Jonathan,High School,Bricklaying and masonry,High School Diploma,
6664,Tremblay,Marcel R.,Laval University,Commercial Science,Bachelor,
6664,Tremblay,Marcel R.,Laval University,Accounting,Master,
8391,Tremblay,Maurice,Laval University,Arts,Bachelor,1967.0
8391,Tremblay,Maurice,Montreal University,Laws,Licentiate,1970.0
16106,Tremblay,René,Laval University,Arts,Bachelor,1944.0
16106,Tremblay,René,Laval University,Economics,Master,1947.0
16106,Tremblay,René,University of Cambridge,Unknown,Unknown,
16106,Tremblay,René,Université de Louvain,Economic Science,Licentiate,
16106,Tremblay,René,McGill University,Unknown,Unknown,
15910,Tremblay,Stéphan,Collegiate studies,Science,Diploma,
10036,Tremblay,Suzanne,Université de Lyon,Pedagogy,Certificate,
10036,Tremblay,Suzanne,Montreal University,Pedagogy,Diploma,
10036,Tremblay,Suzanne,Tufts University (Mass.),Education,Master,
10036,Tremblay,Suzanne,Laval University,Pedagogy,Diploma,
10036,Tremblay,Suzanne,University of London,Education,Certificate,
16806,Trenholme Counsell,Marilyn,Mount Allison University,Science,Honours Bachelor,1954.0
16806,Trenholme Counsell,Marilyn,University of Toronto,Arts,Master,1960.0
16806,Trenholme Counsell,Marilyn,University of Toronto,Medicine,Honorary doctorate,1967.0
159,Tripp,Jesse Pickard,University of Toronto,Pharmacy,Degree,
159,Tripp,Jesse Pickard,University of Toronto,Optometry,Unknown,
10887,Trost,Brad,University of Saskatchewan,Geophysics,Bachelor,
10887,Trost,Brad,University of Saskatchewan,Economics,Bachelor,
17873,Trottier,Bernard,University of Alberta,Engineering,Bachelor,1988.0
17873,Trottier,Bernard,University of Western Ontario,Business Administration,Master,1992.0
17300,Trudeau,Justin,University of British Columbia,Education,Bachelor,
17300,Trudeau,Justin,McGill University,English Literature,Bachelor,
6230,Trudeau,Pierre Elliott,Jean-de-Brébeuf College,Arts,Bachelor,1940.0
6230,Trudeau,Pierre Elliott,Montreal University,Laws,Diploma,1943.0
6230,Trudeau,Pierre Elliott,Harvard University,Arts,Master,1946.0
6230,Trudeau,Pierre Elliott,London School of Economics and Political Science,Economics,Post-graduate studies,
6230,Trudeau,Pierre Elliott,École des sciences politiques,Political Science,Post-graduate studies,
20127,Trudel,Denis,National Theatre School,,Diploma,1987.0
10714,Trudel,Jacques L.,Collegiate studies,Commerce,Unknown,
18567,Trudel,Karine,Unknown,Business Administration,Unknown,
18567,Trudel,Karine,Collegiate studies,Social Science,Diploma,
17875,Truppe,Susan,Fanshawe College,Business Administration,Diploma,1989.0
17875,Truppe,Susan,University of Winnipeg,Unknown,Unknown,
15363,Tucker,James Roy,Memorial Univerisity of Newfoundland,Unknown,Unknown,
6616,Tucker,Walter Adam,University of Saskatchewan,Laws,Bachelor,1924.0
6616,Tucker,Walter Adam,University of Manitoba,Arts,Bachelor,
6179,Tupper,Charles,University of Edinburgh,Medicine,Doctorate,1843.0
6179,Tupper,Charles,Acadia College,Arts,Master,
6179,Tupper,Charles,Acadia College,Laws,Diploma,
11563,Tupper,Charles Hibbert,Harvard University,Laws,Bachelor,1876.0
11563,Tupper,Charles Hibbert,McGill University,Unknown,Unknown,
15497,Tupper,William,University of New Brunswick,Science,Master,1953.0
15497,Tupper,William,Mount Allison University,Science,Bachelor,1953.0
15497,Tupper,William,Massachusetts Institute of Technology,Philosophy,Doctorate,1959.0
6423,Turcotte,Gustave Adolphe,St. Joseph College,Medicine,Doctor of medicine,
6423,Turcotte,Gustave Adolphe,Sainte-Marie College,Unknown,Unknown,
2694,Turcotte,Joseph Pierre,Laval University,Laws,Bachelor,
7735,Turgeon,Onésiphore,Laval University,Arts,Bachelor,
20166,Turnbull,Ryan,Carleton University,Philosophy,Honours Bachelor,2001.0
20166,Turnbull,Ryan,Carleton University,Philosophy,Master,2004.0
469,Turner,Garth,University of Western Ontario,Arts,Honours Bachelor,
469,Turner,Garth,University of Toronto,Unknown,Unknown,
740,Turner,John Barry,University of Ottawa,Biology,Bachelor,1969.0
740,Turner,John Barry,University of Ottawa,International Relations,Diploma,1974.0
2909,Turner,John Napier,University of British Columbia,Political Science,Bachelor,1949.0
2909,Turner,John Napier,University of Oxford,Laws,Bachelor (Juris),1951.0
2909,Turner,John Napier,University of Oxford,Civil Law,Bachelor,1952.0
2909,Turner,John Napier,Sorbonne,Unknown,Unknown,1953.0
2909,Turner,John Napier,University of Oxford,Arts,Master,1957.0
3015,Turp,Daniel,University of Ottawa,Common Law,Certificate,1974.0
3015,Turp,Daniel,Montreal University,European Studies,Certificate,1976.0
3015,Turp,Daniel,Sherbrooke University,Laws,Licentiate,1977.0
3015,Turp,Daniel,Montreal University,Laws,Master,1978.0
3015,Turp,Daniel,University of Paris,General Studies,Diploma,1980.0
3015,Turp,Daniel,University of Cambridge,International Relations,Diploma,1981.0
