PersonId,LastName,UsedFirstName,SchoolNameLongEn,FieldOfStudyEn,DiplomaLongEn,GraduationYear
13134,Abbott,Anthony Chisholm,Bishop's University,Arts,Bachelor,
13134,Abbott,Anthony Chisholm,Osgoode Hall Law School,Laws,Bachelor (Juris),
3761,Abbott,Douglas Charles,McGill University,Civil Law,Bachelor,
3761,Abbott,Douglas Charles,Bishop's University,Arts,Bachelor,
3761,Abbott,Douglas Charles,Université de Dijon,Laws,Diploma,
14025,Abbott,Jim,University of British Columbia,Management,Diploma,1964.0
8200,Abbott,John Joseph Caldwell,McGill University,Administrative Law,Bachelor,1854.0
8200,Abbott,John Joseph Caldwell,McGill University,Administrative Law,Doctorate,1867.0
2003,Ablonczy,Diane,University of Calgary,Education,Bachelor,1973.0
2003,Ablonczy,Diane,University of Calgary,Laws,Bachelor,1980.0
18421,Aboultaif,Ziad,Unknown,Business Administration,Diploma,
14709,Achim,Honoré,Laval University,Laws,Unknown,
17878,Adams,Eve,University of Western Ontario,Arts,Bachelor,
17878,Adams,Eve,University of Windsor,Negotiation,Certificate,
14267,Adams,Peter,Sheffield University,Arts,Honours Bachelor,1958.0
14267,Adams,Peter,Sheffield University,Education,Diploma,1959.0
14267,Adams,Peter,McGill University,Geography,Master,1962.0
14267,Adams,Peter,McGill University,Geography,Doctorate,1966.0
16376,Adamson,Agar Rodney,Royal Military College of Canada,Unknown,Unknown,
16376,Adamson,Agar Rodney,University of Oxford,Unknown,Unknown,
4700,Addison,John Hollings,University of Toronto,Arts,Bachelor,1953.0
17890,Adler,Mark,University of Toronto,History and Political Science,Bachelor,1984.0
17890,Adler,Mark,Carleton University,Public Administration,Unknown,1988.0
8324,Aglukkaq,Leona,University of Winnipeg,Human Resources,Diploma,
8211,Aiken,Gordon Harvey,Osgoode Hall Law School,Laws,Diploma,1940.0
8211,Aiken,Gordon Harvey,York University,Laws,Bachelor,1991.0
958,Aikins,James Albert Manning,University of Toronto,Arts,Bachelor,1875.0
958,Aikins,James Albert Manning,University of Toronto,Laws,Master,1877.0
958,Aikins,James Albert Manning,University of Manitoba,Arts,Master,
11553,Aikins,James Cox,University of Victoria,Unknown,Unknown,
4307,Aird,John Black,Osgoode Hall Law School,Laws,Master,
4307,Aird,John Black,Trinity College,Arts,Bachelor,
13818,Aitken,Margaret,University of Toronto,Unknown,Unknown,
15850,Alarie,Hélène,Laval University,Science,Bachelor,1963.0
17852,Albas,Dan,Okanagan University College,Unknown,Unknown,
14757,Albrecht,Harold,University of Toronto,Dentistry,Doctorate,
14757,Albrecht,Harold,Wilfrid Laurier University,Unknown,Unknown,
4112,Alcock,Reginald B.,Simon Fraser University,Communications,Bachelor,1976.0
4112,Alcock,Reginald B.,Harvard University,Public Administration,Master,1990.0
18432,Aldag,John,University of Victoria,Management,Diploma,
18432,Aldag,John,Royal Roads University,Business Administration,Master,
18432,Aldag,John,Unknown,Business,Bachelor,
17863,Alexander,Chris,McGill University,History and Political Science,Bachelor,1989.0
17863,Alexander,Chris,University of Oxford,Political Science and Economy,Master,1991.0
8624,Alexander,George,Aberdeen University,Unknown,Unknown,
42,Alexander,Lincoln MacCauley,McMaster University,Arts,Bachelor,1949.0
42,Alexander,Lincoln MacCauley,Osgoode Hall Law School,Laws,Bachelor (Juris),1953.0
8947,Alghabra,Omar,Ryerson University,Mechanical Engineering,Degree,1994.0
8947,Alghabra,Omar,York University,Business Administration,Master,2000.0
2344,Alguire,Duncan Orestes,McGill University,Medicine,Unknown,
8444,Allan,George William,Unknown,Common Law,Honorary doctorate,
11529,Allan,George William,Trinity College,Unknown,Bachelor (Juris),1880.0
11529,Allan,George William,Trinity College,Unknown,Master,1896.0
11298,Allard,Carole-Marie,McGill University,Economics and Political Science,Bachelor,1978.0
11298,Allard,Carole-Marie,University of Ottawa,Laws,Licentiate,1989.0
9494,Allard,Maurice,Montreal University,Laws,Unknown,
8894,Allen,Henry Edgarton,Harvard University,Unknown,Unknown,
17295,Allen,Malcolm,Brock University,History and Political Science,Bachelor,1983.0
15626,Allen,Mike,University of New Brunswick,Business Administration,Bachelor,
15626,Allen,Mike,University of Pittsburgh,Business Administration,Master,
18479,Alleslev,Leona,Royal Military College of Canada,History and Political Science,Bachelor,
7873,Allison,Dean,Wilfrid Laurier University,Economics,Bachelor,
12753,Allmand,William Warren,St. Francis Xavier University,Unknown,Unknown,
12753,Allmand,William Warren,University of Paris,Unknown,Unknown,
12753,Allmand,William Warren,McGill University,Unknown,Unknown,
3866,Almon,William Johnston,University of King's College,Arts,Bachelor,1834.0
3866,Almon,William Johnston,University of Edinburgh,Medicine,Unknown,1837.0
3866,Almon,William Johnston,University of Glasgow,Medicine,Doctorate,1838.0
9905,Althouse,Victor Fredrich (Vic),University of Saskatchewan,Economics,Bachelor,
17877,Ambler,Stella,University of Toronto,Science,Bachelor,1989.0
17877,Ambler,Stella,University of Toronto,Psychology,Bachelor,
7490,Ambrose,Rona,University of Victoria,Arts,Bachelor,
7490,Ambrose,Rona,University of Alberta,Arts,Master,
13450,Ames,Herbert Brown,Amherst College,Unknown,Unknown,1915.0
18585,Amos,William,McMaster University,Arts and Sciences,Bachelor,
18585,Amos,William,McGill University,Civil Law,Diploma,
18585,Amos,William,University of British Columbia,Political Science,Master,
18585,Amos,William,McGill University,Common Law,Diploma,
20135,Anand,Anita,Queen's University,Political Studies,Bachelor,1989.0
20135,Anand,Anita,University of Oxford,,Bachelor,1991.0
20135,Anand,Anita,Dalhousie University,,Bachelor,1992.0
20135,Anand,Anita,University of Toronto,,Master,1996.0
18538,Anandasangaree,Gary,Carleton University,Arts,Bachelor,
18538,Anandasangaree,Gary,Osgoode Hall Law School,Laws,Diploma,
16591,Anders,Rob,University of Calgary,Political Science,Bachelor,1994.0
9980,Anderson,Alexander James,Osgoode Hall Law School,Laws,Unknown,
867,Anderson,David,University of British Columbia,Laws,Bachelor,1962.0
867,Anderson,David,University of Hong Kong,Language,Certificate,1967.0
8641,Anderson,David,University of Regina,Political Science,Bachelor,1979.0
8641,Anderson,David,Canadian Theological Seminary,Theology,Master,1990.0
1001,Anderson,Doris Margaret,Acadia University,Science,Bachelor,1944.0
1001,Anderson,Doris Margaret,Cornell University,Science,Master,1951.0
118,Anderson,Hugh Alan,University of Manitoba,History and Political Science,Bachelor,1955.0
20052,Anderson,Margaret Dawn,,Indigenous Governance,Master,
10261,Anderson,Robert King,University of Toronto,Medicine,Master,
10261,Anderson,Robert King,University of Edinburgh,Medicine,Degree,
2462,Andre,Harvie,University of Alberta,Chemistry,Bachelor,1962.0
2462,Andre,Harvie,University of Alberta,Chemistry,Doctorate,1966.0
2462,Andre,Harvie,California Institute of Technology,Unknown,Post-graduate studies,
17267,Andrews,Scott,Memorial Univerisity of Newfoundland,Political Science,Bachelor,
300,Andreychuk,Raynell,University of Saskatchewan,Arts,Bachelor,1966.0
300,Andreychuk,Raynell,University of Saskatchewan,Laws,Bachelor,1967.0
93,André,Guy,University of Quebec at Montréal,Social Work,Bachelor,1990.0
93,André,Guy,Laval University,Social Work,Master,1996.0
11603,Angers,Auguste Réal,Laval University,Laws,Unknown,
10565,Angus,Iain Francis,Lakehead University,Unknown,Unknown,
15499,Angus,W. David,Princeton University,Arts,Bachelor,1959.0
15499,Angus,W. David,McGill University,Civil Law,Bachelor,1962.0
5156,Archambault,Joseph,Laval University,Laws,Bachelor,
17029,Archambault,Joseph Éloi,Laval University,Unknown,Unknown,
13227,Argue,Hazen Robert,University of Saskatchewan,Agriculture,Bachelor,1944.0
13053,Armstrong,Ernest Frederick,University of Toronto,Dentistry,Licentiate,
13053,Armstrong,Ernest Frederick,University of Toronto,Dentistry,Master,
17761,Armstrong,Scott,Acadia University,Arts,Bachelor,1988.0
17761,Armstrong,Scott,Florida State University,Social Science,Master,1991.0
17761,Armstrong,Scott,University of Southern Mississippi,Curriculum and Instruction,Doctorate,1998.0
6009,Arrol,Ian MacLachlan,University of British Columbia,Education,Bachelor,1959.0
6009,Arrol,Ian MacLachlan,College of Education,Education,Unknown,1960.0
15753,Arsenault,Bona,Laval University,Social Science,Unknown,
15753,Arsenault,Bona,Storrs University,Administration,Unknown,
10017,Arsenault,Nérée,Laval University,Forestry,Degree,
6147,Arseneault,Guy H.,St. Thomas University,Arts,Bachelor,
6147,Arseneault,Guy H.,St. Thomas University,Education,Bachelor,
18461,Arseneault,René,Moncton University,Social Science,Bachelor,
18461,Arseneault,René,Moncton University,Laws,Bachelor,
18518,Arya,Chandra,Bangalore University,Mechanical Engineering,Bachelor,
18518,Arya,Chandra,Karnatak University,Business Administration,Master,
12602,Aseltine,Walter Morley,University of Manitoba,Philosophy,Bachelor,
3550,Ashbourne,Thomas Gordon William,University of Toronto,Arts,Bachelor,
9811,Ashby,Patrick Harvey,University of Alberta,Unknown,Unknown,
9811,Ashby,Patrick Harvey,University of Oxford,Unknown,Unknown,
17264,Ashfield,Keith,University of New Brunswick,Business Administration,Unknown,
17260,Ashton,Niki,University of Manchester,Political Economy,Bachelor,
17260,Ashton,Niki,Carleton University,International Relations,Master,
17880,Aspin,Jay,University of Waterloo,Mathematics and Economics,Bachelor,1972.0
15735,Assad,Mark Joseph,St. Patrick's College,History,Bachelor,1964.0
15735,Assad,Mark Joseph,University of Ottawa,History,Master,1967.0
15735,Assad,Mark Joseph,Public administration university,Public Administration,Master,1970.0
8218,Asselin,Edmund Tobin,Montreal University,Arts,Bachelor,
8842,Asselin,Joseph Patrick Tobin,Saint Mary's University,Unknown,Unknown,
7900,Asselin,Martial,Laval University,Laws,Licentiate,
13267,Atamanenko,Alex,University of British Columbia,Physical Education,Bachelor,
13267,Atamanenko,Alex,University of Toronto,Russian Literature,Master,
17793,Ataullahjan,Salma,Peshawar University,Arts,Unknown,
8898,Atkey,Ronald George,University of Western Ontario,Arts,Bachelor,1962.0
8898,Atkey,Ronald George,University of Western Ontario,Laws,Licentiate,1965.0
8898,Atkey,Ronald George,Yale University,Laws,Bachelor,1966.0
9598,Atkins,Norman K.,Acadia University,Arts,Bachelor,1957.0
9598,Atkins,Norman K.,Acadia University,Civil Law,Honorary doctorate,2000.0
3709,Atkinson,Kenneth David,McMaster University,Arts,Bachelor,1969.0
3709,Atkinson,Kenneth David,University of Western Ontario,Laws,Bachelor,1973.0
7143,Attewell,Bill,University of Pittsburgh,Unknown,Unknown,
17946,Aubin,Robert,Laval University,Geography,Diploma,
17946,Aubin,Robert,University of Quebec at Trois-Rivières,Music and Education,Diploma,
17946,Aubin,Robert,University of Quebec at Trois-Rivières,Pedagogy,Certificate,
7118,Auger,Louis Mathias,University of Ottawa,Philosophy,Bachelor,1923.0
7118,Auger,Louis Mathias,University of Ottawa,Arts,Bachelor,1924.0
7118,Auger,Louis Mathias,Osgoode Hall Law School,Laws,Unknown,
3321,Augustine,Jean,University of Toronto,Arts,Bachelor,
3321,Augustine,Jean,University of Toronto,Education,Master,
3815,Austin,Jack,University of British Columbia,Arts,Bachelor,1954.0
3815,Austin,Jack,University of British Columbia,Laws,Bachelor,1955.0
3815,Austin,Jack,Harvard Law School,Laws,Master,1957.0
3815,Austin,Jack,University of East Asia,Social Science,Honorary doctorate,1987.0
3154,Authier,Hector,Laval University,Laws,Bachelor,
13107,Axworthy,Chris,City of London College,Laws,Bachelor,1970.0
13107,Axworthy,Chris,McGill University,Laws,Master,1971.0
9704,Axworthy,Lloyd,Princeton University,Political Science,Master,
9704,Axworthy,Lloyd,Princeton University,Political Science,Doctorate,
17910,Ayala,Paulina,Unknown,"Education, History and Geography",Diploma,
17910,Ayala,Paulina,University of Quebec at Montréal,French as a second language and multicultural education,Certificate,
3679,Aylesworth,Allen Bristol,University of Toronto,Laws,Bachelor,1874.0
3679,Aylesworth,Allen Bristol,University of Toronto,Laws,Master,1875.0
18598,Ayoub,Ramez,Montreal University,Economics,Bachelor,
4778,Bachand,André,Sherbrooke University,Laws,Bachelor,1964.0
12856,Bachand,André,University of Ottawa,Political Science,Unknown,1986.0
5360,Bachand,Claude,Montreal University,Physical Education,Diploma,1975.0
7528,Bagnell,Larry,University of Toronto,Arts,Bachelor,
7528,Bagnell,Larry,University of Toronto,Science,Bachelor,
10593,Bailey,Roy H.,University of Saskatchewan,Education,Bachelor,1964.0
10593,Bailey,Roy H.,University of Regina,History and Political Science,Bachelor,1969.0
12303,Baillargeon,Pierre,Harvard University,Medicine,Master,
14061,Bains,Navdeep Singh,University of Windsor,Business Administration,Master,
14061,Bains,Navdeep Singh,York University,Administrative Studies,Bachelor,
10886,Baird,John,Queen's University,Political Science,Honours Bachelor,1992.0
15678,Baker,George,Memorial Univerisity of Newfoundland,Unknown,Unknown,
15678,Baker,George,University of New Brunswick,Political Science and Economy,Unknown,
4633,Baker,George Barnard,Bishop's University,Arts,Bachelor,
6527,Baker,George Harold,McGill University,Civil Law,Bachelor,
6259,Baker,Loran Ellis,McGill University,Unknown,Unknown,
11581,Baker,Walter David,Carleton University,Unknown,Unknown,
11581,Baker,Walter David,Osgoode Hall Law School,Laws,Unknown,
20108,Baker,Yvan,York University,Administration,Bachelor,
20108,Baker,Yvan,Dartmouth College,Administration,Master,
6641,Bakopanos,Eleni,McGill University,Political Science and History,Bachelor,1976.0
2637,Balcer,Léon,Laval University,Unknown,Unknown,
11980,Balcom,Samuel Rosborough,Dalhousie University,Medicine,Unknown,1911.0
11980,Balcom,Samuel Rosborough,Maritime School of Pharmacy,Pharmacy,Unknown,1915.0
20132,Baldinelli,Tony,McMaster University,Political Science,Degree,
20132,Baldinelli,Tony,Humber College,Public Relations,Certificate,
5693,Baldwin,Gerald William,University of Alberta,Laws,Degree,1925.0
620,Balfour,James,University of Saskatchewan,Laws,Bachelor,
16092,Ballard,Harold Raymond,University of British Columbia,Commerce,Bachelor,
16092,Ballard,Harold Raymond,University of British Columbia,Economics,Degree,
16092,Ballard,Harold Raymond,University of British Columbia,Chartered Accountants,Certificate,
1723,Banks,Tommy,Grant MacEwan College,Music,Honorary degree,1979.0
1723,Banks,Tommy,University of Alberta,Laws,Honorary doctorate,1987.0
9729,Barbot,Vivian,University of Quebec at Montréal,Literary studies,Bachelor,1976.0
9729,Barbot,Vivian,Sherbrooke University,Intercultural Education,Master,1994.0
14304,Barbès,Charles-Noël,Montreal University,Laws,Bachelor,
10520,Barker,Frederick Eustace,University of New Brunswick,Arts,Bachelor,1856.0
10520,Barker,Frederick Eustace,University of New Brunswick,Arts,Master,1858.0
10520,Barker,Frederick Eustace,University of New Brunswick,Civil Law,Bachelor,1861.0
10520,Barker,Frederick Eustace,University of New Brunswick,Civil Law,Doctorate,1866.0
18278,Barlow,John,University of Regina,Political Science,Unknown,1990.0
18278,Barlow,John,Southern Alberta Institute of Technology,Journalism,Diploma,1993.0
13050,Barnes,Susan (Sue),University of Western Ontario,English Literature,Bachelor,1974.0
13050,Barnes,Susan (Sue),University of Western Ontario,Laws,Bachelor,1977.0
9686,Barnett,Thomas Speakman,University of British Columbia,History,Unknown,
7006,Barootes,Efstathios William (Staff),University of Saskatchewan,Medicine,Bachelor,1940.0
7006,Barootes,Efstathios William (Staff),University of Toronto,Medicine,Degree,1943.0
7986,Barr,John,Victoria University,Medicine,Unknown,
16510,Barrett,David,St. Louis Unviersity,Social Work,Master,1956.0
16510,Barrett,David,Seattle University,Philosophy,Bachelor,
5903,Barrette,Gilbert,University of Quebec in Abitibi-Téminiscamingue,Teaching,Bachelor,1975.0
3240,Barrette,Joseph Arthur,Assomption College,Unknown,Diploma,
3240,Barrette,Joseph Arthur,Laval University,Laws,Bachelor,
16704,Barrington,Merrill Edwin,Sir George Williams College,Unknown,Unknown,
8149,Barron,John Augustus,Laval University,Unknown,Unknown,
16606,Barrow,Augustus Irvine,Institute of Chartered Accountants of Nova Scotia,Chartered Accountants,Chartered accountants,1938.0
16606,Barrow,Augustus Irvine,Maritime Business College,Unknown,Unknown,
15774,Barry,John Patrick,St. Francis Xavier University,Laws,Bachelor,1918.0
18583,Barsalou-Duval,Xavier,University of Quebec at Trois-Rivières,Accounting,Bachelor,2010.0
18583,Barsalou-Duval,Xavier,University of Quebec at Trois-Rivières,Business Administration,Master,2012.0
18583,Barsalou-Duval,Xavier,Montreal University,Constitutional law,Unknown,2014.0
6038,Basford,Stanley Ronald,University of British Columbia,Arts,Bachelor,1955.0
6038,Basford,Stanley Ronald,University of British Columbia,Laws,Bachelor,1956.0
17857,Bateman,Joyce,Institute of Chartered Accountants of Manitoba,Chartered Accountants,Chartered accountants,
17857,Bateman,Joyce,University of Western Ontario,Business Administration,Bachelor,
7201,Batten,Herman Maxwell,Memorial Univerisity of Newfoundland,Arts,Bachelor,
7201,Batten,Herman Maxwell,Acadia University,Science,Bachelor,
16415,Batters,Dave,University of Saskatchewan,Political Studies,Bachelor,
18134,Batters,Denise,University of Regina,Arts,Bachelor,1991.0
18134,Batters,Denise,University of Saskatchewan,Laws,Bachelor,1994.0
20157,Battiste,Jaime,Dalhousie University,,,2004.0
17013,Baxter,John Babington Macaulay,King's College,Civil Law,Bachelor,
18584,Baylis,Frank,University of Waterloo,Electrical Engineering,Bachelor,
8678,Bazin,Jean,Laval University,Arts,Bachelor,1959.0
8678,Bazin,Jean,Laval University,Laws,Bachelor,1964.0
8678,Bazin,Jean,Laval University,Commerce,Bachelor,1965.0
6947,Beatty,Henry Perrin,University of Western Ontario,Arts,Bachelor,1971.0
5416,Beaty,James,Trinity College,Civil Law,Bachelor,1872.0
5416,Beaty,James,Trinity College,Civil Law,Doctorate,1875.0
5516,Beaubien,Charles-Philippe,Laval University,Laws,Bachelor,
4396,Beaubien,Louis-Philippe,McGill University,Unknown,Unknown,
992,Beauchesne,Pierre-Clovis,Nicolet College,Unknown,Unknown,
17304,Beaudin,Josée,University of Quebec at Montréal,Business Administration,Bachelor,1984.0
6086,Beaudoin,Gérald A.,Montreal University,Arts,Bachelor,1950.0
6086,Beaudoin,Gérald A.,Montreal University,Laws,Bachelor,1953.0
6086,Beaudoin,Gérald A.,Montreal University,Laws,Master,1954.0
6086,Beaudoin,Gérald A.,University of Ottawa,Laws,Diploma,1958.0
8930,Beaudoin,Louis-René,Montreal University,Laws,Bachelor,
8930,Beaudoin,Louis-René,Montreal University,Arts,Bachelor,
11081,Beaudry,Roland,Montreal University,Laws,Unknown,
840,Beaulieu,Jean-Paul,McGill University,Commercial Science,Licentiate,1928.0
840,Beaulieu,Jean-Paul,Montreal University,Unknown,Unknown,
7942,Beaulieu,Mario,Montreal University,Laws,Licentiate,1955.0
7942,Beaulieu,Mario,Sainte-Marie College,Arts,Bachelor,
18568,Beaulieu,Mario,Unknown,Psychology,Unknown,
3917,Beaumier,Colleen,University of Windsor,Psychology,Bachelor,
15096,Beauregard,Elie,Laval University,Laws,Bachelor,
18430,Beech,Terry,Simon Fraser University,Business,Degree,
18430,Beech,Terry,Capilano University,Unknown,Unknown,
18430,Beech,Terry,University of Oxford,Business Administration,Master,
2749,Beer,Bruce Silas,Ontario Agricultural College,Agriculture,Bachelor,1939.0
2922,Beith,Robert,Commercial College,Unknown,Bachelor,
4201,Belcourt,Napoléon Antoine,Laval University,Laws,Master,1882.0
4201,Belcourt,Napoléon Antoine,University of Ottawa,Laws,Doctorate,1895.0
15066,Bell,Adam Carr,University of Glasgow,Unknown,Unknown,
2730,Bell,Charles William,Trinity College,Arts,Bachelor,
2730,Bell,Charles William,Osgoode Hall Law School,Laws,Bachelor,
7382,Bell,Don,University of British Columbia,Unknown,Unknown,
10388,Bell,John Howatt,Albert University,Arts,Licentiate,1868.0
10388,Bell,John Howatt,Albert University,Arts,Master,1869.0
4135,Bell,Leslie Gordon,University of Toronto,Arts,Bachelor,
4135,Bell,Leslie Gordon,Dalhousie University,Unknown,Unknown,
4135,Bell,Leslie Gordon,King's College,Unknown,Unknown,
4135,Bell,Leslie Gordon,University of Michigan,Unknown,Unknown,
4135,Bell,Leslie Gordon,Queen's University,Unknown,Unknown,
3689,Bell,Richard Albert,Osgoode Hall Law School,Unknown,Unknown,
3689,Bell,Richard Albert,University of Toronto,Arts,Bachelor,
4276,Bell,Thomas Miller,University of New Brunswick,Civil Law,Bachelor,1951.0
14216,Bell (Heath),Ann Elizabeth Haddon,McGill University,Unknown,Degree,
7381,Bellavance,André,Laval University,Communications,Bachelor,
7381,Bellavance,André,Montreal University,Political Science,Certificate,
7381,Bellavance,André,Laval University,Laws,Unknown,
9749,Belleau,Isidore Noël,Laval University,Laws,Bachelor,
5487,Bellehumeur,Michel,University of Ottawa,Civil Law,Licentiate,1985.0
18093,Bellemare,Diane,University of Western Ontario,Economics,Master,
18093,Bellemare,Diane,McGill University,Economics,Doctorate,
18093,Bellemare,Diane,Montreal University,Economics,Bachelor,
12255,Bellemare,Eugène,University of Ottawa,Arts,Bachelor,1958.0
12255,Bellemare,Eugène,College of Education,Teaching,Certificate,1959.0
12255,Bellemare,Eugène,University of Ottawa,Educational Administration,Master,1972.0
8928,Belley,Louis de Gonzague,Laval University,Arts,Bachelor,
13896,Belsher,Ross,University of Saskatchewan,Agriculture,Unknown,
4001,Belzile,Gleason,Laval University,Arts,Bachelor,
4001,Belzile,Gleason,Montreal University,Laws,Licentiate,
16782,Bence,Alfred Henry,University of Saskatchewan,Arts,Bachelor,
16782,Bence,Alfred Henry,University of Saskatchewan,Laws,Bachelor,
12322,Bench,John Joseph,Osgoode Hall Law School,Laws,Bachelor,1928.0
1581,Benidickson,William Moore,University of Manitoba,Arts,Bachelor,
1581,Benidickson,William Moore,University of Manitoba,Laws,Bachelor,
10038,Bennett,Carolyn,University of Toronto,Medicine,Doctorate,1974.0
834,Bennett,Colin Emerson,University of Toronto,Political Economy,Bachelor,
834,Bennett,Colin Emerson,Osgoode Hall Law School,Laws,Bachelor,
6638,Bennett,Richard Bedford,Dalhousie University,Laws,Bachelor,
13944,Bennett,Sybil,Osgoode Hall Law School,Laws,Degree,
13944,Bennett,Sybil,University of Toronto,Arts,Bachelor,
10296,Benoit,Leon Earl,University of Alberta,Agriculture,Bachelor,1974.0
17912,Benskin,Tyrone,Concordia University,Theatre and Creative Arts,Unknown,
3145,Benson,Edgar John,Queen's University,Commerce,Bachelor,1949.0
3145,Benson,Edgar John,Institute of Chartered Accountants of Ontario,Chartered Accountants,Chartered accountants,1952.0
13142,Bercovitch,Peter,Laval University,Laws,Master,
13142,Bercovitch,Peter,McGill University,Civil Law,Bachelor,
17262,Bergen,Candice,High School,General,Unknown,
16035,Berger,David,University of Toronto,Arts,Bachelor,1971.0
16035,Berger,David,McGill University,Civil Law,Bachelor,1975.0
2089,Berger,Thomas Rodney,University of British Columbia,Laws,Bachelor,
2089,Berger,Thomas Rodney,University of British Columbia,Arts,Bachelor,
3180,Bergeron,Joseph Gédéon Horace,McGill University,Civil Law,Bachelor,1877.0
14226,Bergeron,Stéphane,University of Quebec at Montréal,Political Science,Bachelor,1987.0
14226,Bergeron,Stéphane,Laval University,Political Science,Master,1989.0
10821,Bergin,Darby,McGill University,Medicine,Doctorate,1847.0
18707,Bernard,Wanda Thomas,Dalhousie University,Social Work,Master,
18707,Bernard,Wanda Thomas,Mount Saint Vincent University,Arts,Bachelor,
18707,Bernard,Wanda Thomas,Sheffield University,Philosophy,Doctorate,
7478,Bernier,Gilles,University of Illinois,Unknown,Unknown,
4278,Bernier,Maurice,Sherbrooke University,Human Relations,Certificate,1975.0
4278,Bernier,Maurice,Public administration university,Public Administration,Unknown,1990.0
3817,Bernier,Maxime,University of Quebec at Montréal,Business Administration,Bachelor,1985.0
3817,Bernier,Maxime,University of Ottawa,Laws,Bachelor,1989.0
2185,Bernier,Yvan,University of Quebec at Rimouski,Administration,Bachelor,
16690,Berntson,Eric A.,University of Calgary,Political Science,Unknown,
596,Bertrand,Ernest,Laval University,Laws,Bachelor,1915.0
596,Bertrand,Ernest,Laval University,Arts,Bachelor,
16964,Bertrand,Robert,University of Ottawa,Science,Unknown,
3914,Best,Charles Alexander (Sandy),University of Toronto,Unknown,Master,
3914,Best,Charles Alexander (Sandy),University of Toronto,Arts,Bachelor,
649,Bethel,Judith Claire (Judy),University of North Dakota,Science,Bachelor,1965.0
750,Bethune,John Lemuel,Dalhousie University,Medicine,Doctorate,1875.0
14122,Betts,Frederick Cronyn,Osgoode Hall Law School,Laws,Unknown,
4378,Bevilacqua,Maurizio,York University,Arts,Bachelor,1984.0
904,Bevington,Dennis Fraser,University of Alberta,Political Science,Bachelor,1973.0
12947,Beyerstein,Hilliard Harris William,Palmer School of Chiropractic,Chiropractic,Degree,
3308,Bezan,James,Olds College,Agriculture,Diploma,1985.0
32,Bhaduria,Jag,University of London (U.K.),Laws,Professional and Continuing Education,
32,Bhaduria,Jag,University of Agra,Science,Master,
32,Bhaduria,Jag,University of Delhi,Science,Bachelor,
32,Bhaduria,Jag,University of Toronto,Educational Administration,Master,
18561,Bibeau,Marie-Claude,Sherbrooke University,Economics,Bachelor,
18561,Bibeau,Marie-Claude,Sherbrooke University,Environmental Studies,Diploma,
1190,Bielish,Martha Palamarek,University of Alberta,Teaching,Licentiate,
9679,Bigg,Frederick Johnstone (Jack),University of Toronto,Laws,Bachelor,1953.0
9679,Bigg,Frederick Johnstone (Jack),University of Saskatchewan,Arts,Bachelor,
1040,Biggar,James Lyons,Victoria University,Unknown,Unknown,
1415,Bigras,Bernard,Montreal University,Economic Science,Unknown,1991.0
5100,Binet,Gérard,École des Arts et Métiers,Industrial Design,Diploma,1973.0
2535,Binks,Kenneth C.,Queen's University,Arts,Master,1948.0
2535,Binks,Kenneth C.,University of Cambridge,Laws,Unknown,1950.0
2535,Binks,Kenneth C.,University of Saskatchewan,Laws,Bachelor,1952.0
2535,Binks,Kenneth C.,Queen's University,Arts,Bachelor,
8478,Binns,Patrick George,University of Alberta,Arts,Bachelor,1969.0
8478,Binns,Patrick George,University of Alberta,Community Development,Master,1971.0
6537,Bishop,Charles Lawrence,Acadia University,Unknown,Unknown,
9405,Bissett,Edgar Douglas Richmond,Mount Allison University,Unknown,Unknown,
9405,Bissett,Edgar Douglas Richmond,University of Manitoba,Medicine,Doctorate,
9405,Bissett,Edgar Douglas Richmond,University of Toronto,Unknown,Unknown,
914,Bissonnette,J.-Eugène,Laval University,Medicine,Doctorate,
914,Bissonnette,J.-Eugène,Laval University,Arts,Bachelor,
18539,Bittle,Chris,Queen's University,Political Studies,Bachelor,2002.0
18539,Bittle,Chris,University of Windsor,Laws,Bachelor,2005.0
18136,Black,Douglas,University of Alberta,Unknown,Unknown,
18136,Black,Douglas,Dalhousie University,Laws,Bachelor,
2992,Black,Frank Bunting,Mount Allison University,Philosophy,Bachelor,
2992,Black,Frank Bunting,Mount Allison University,Laws,Doctorate,
1385,Black,Judson Burpee,Mount Allison University,Unknown,Unknown,
1385,Black,Judson Burpee,Dartmouth Medical College,Medicine,Unknown,
12300,Black,Percy Chapman,Mount Allison University,Unknown,Unknown,
20014,Black,Robert,University of Guelph,Agriculture,Bachelor,
20014,Black,Robert,Queen's University,Education,Bachelor,
12737,Blackadder,Edward,Acadia University,Arts,Master,
12737,Blackadder,Edward,Dalhousie University,Medicine,Doctorate,
12737,Blackadder,Edward,Acadia University,Arts,Bachelor,
10866,Blackburn,Derek Nigel Ernest,University of Western Ontario,Arts,Bachelor,1957.0
10866,Blackburn,Derek Nigel Ernest,University of Western Ontario,History,Post-graduate studies,1959.0
10866,Blackburn,Derek Nigel Ernest,"Ontario College of Education, University of Toronto",Education,Degree,1960.0
13876,Blackburn,Jean-Pierre,University of Quebec at Chicoutimi,Business Administration,Bachelor,
16390,Blackmore,John Horne,University of Alberta,Arts,Degree,1913.0
18453,Blaikie,Daniel,University of Winnipeg,History and Philosophy,Bachelor,2007.0
18453,Blaikie,Daniel,Concordia University,Philosophy,Master,2010.0
18453,Blaikie,Daniel,Collegiate studies,Electricity,Diploma,
